カテゴリ,講座名,ユニット番号,ユニット名,スライド番号,スライドタイトル,スライドタイトル,スライドタイトル,スライドタイトル,スライドタイトル,Googleスライド,Canvaスライド,Canva動画,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,12,プロジェクト経験：部署を超えた協働,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,13,他部署・他業界の人と関わる価値,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,14,社外活動のススメ：副業・ボランティア・勉強会,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,15,副業で得られる3つのメリット：収入・スキル・人脈,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,16,「弱い紐帯の強み」：意外な人脈が未来を拓く,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,17,留学・海外赴任：グローバル経験の価値,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,18,語学力は「武器」：英語ができると選択肢が広がる,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,19,読書・セミナー：疑似体験で視野を広げる,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,20,月1冊の読書が10年で120冊の知識に,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,21,経験の記録：キャリアノートをつける習慣,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,2,経験の幅を広げる重要性,22,実践ワーク：今年挑戦したい3つの新しい経験を書こう,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,1,「強み」とは何か：得意なこと×好きなこと×価値を生むこと,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,2,なぜ自己分析が必要なのか：自分を知らずにキャリアは築けない,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,3,心理学の「ジョハリの窓」：自分が知らない自分がいる,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,4,自己分析の3ステップ：過去の棚卸し→強み発見→未来設計,5,5,5,4,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,5,過去の経験を振り返る：小学生から今までの「好き」を書き出す,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,6,モチベーショングラフ：人生の浮き沈みを可視化,4,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,7,「熱中したこと」に強みのヒントがある,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,8,脳科学の「フロー状態」：時間を忘れる瞬間が才能,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,9,成功体験の分析：なぜうまくいったのか,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,10,失敗体験から学ぶ：何が足りなかったのか,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,11,他者からのフィードバック：「あなたの強みは？」と10人に聞く,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,12,360度評価：上司・同僚・後輩の視点,4,5,5,4,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,13,ストレングスファインダー：34の資質から強みを発見,4,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,14,MBTI・エニアグラム：性格診断ツールの活用,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,15,行動経済学の「確証バイアス」：思い込みを捨てる,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,16,弱みは克服すべきか：「弱み」より「強み」を伸ばす戦略,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,17,価値観の明確化：何を大切にして生きたいか,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,18,キャリアアンカー：仕事で譲れない8つの価値観,4,5,5,4,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,19,ライフラインチャート：仕事と人生のバランス,4,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,20,強みを言語化する：「私の強みは〇〇です」と言えるように,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,21,自己PRの作成：強みを30秒で伝える練習,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,3,自分の強みの見つけ方（自己分析）,22,実践ワーク：自分の強みを5つ書き出してみよう,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,1,キャリアプランとは：未来を「偶然」ではなく「設計」する,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,2,計画的偶発性理論：8割は予期せぬ出来事で決まる,4,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,3,だからこそ「方向性」を決めておく重要性,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,4,脳科学の「目標設定効果」：明確な目標が行動を促す,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,5,3年後・5年後・10年後の自分をイメージする,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,6,「30歳の時、どうなっていたいか」を具体的に描く,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,7,Will（やりたいこと）・Can（できること）・Must（求められること）,4,5,5,4,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,8,3つの円が重なる領域：キャリアの最適解,4,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,9,SMARTゴール：具体的・測定可能・達成可能・関連性・期限,4,5,5,4,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,10,「年収〇〇万円」「〇〇のスキル習得」など数値化する,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,11,心理学の「コミットメント効果」：宣言すると実現しやすくなる,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,12,キャリアパスの選択肢：スペシャリスト vs ゼネラリスト,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,13,マネジメントルート vs プロフェッショナルルート,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,14,社内キャリア vs 転職：どちらを選ぶか,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,15,転職のタイミング：20代後半が最初のチャンス,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,16,行動経済学の「機会費用」：今の会社に留まるコスト,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,17,市場価値を高める：転職市場で求められるスキルとは,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,18,ポートフォリオワーカー：複数の収入源を持つ生き方,4,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,19,マイルストーンの設定：1年ごとの中間目標,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,20,キャリアプランの見直し：年1回は振り返る,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,21,メンターを見つける：先輩のキャリアから学ぶ,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,22,20代のうちにやっておくべき10のこと,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,20代のキャリアデザイン,4,30代に向けたキャリアプラン作成,23,実践ワーク：30歳時点の理想の自分を1枚の紙に描こう,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,30代のキャリア戦略,1,30代の転換期を理解する,1,30代は「キャリアの分岐点」：ここで差がつく,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,30代のキャリア戦略,1,30代の転換期を理解する,2,20代との決定的な違い：「実績」が問われる時代,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,30代のキャリア戦略,1,30代の転換期を理解する,3,脳科学の「経験知の蓄積」：30代は判断力のピーク,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,30代のキャリア戦略,1,30代の転換期を理解する,4,30代で直面する3つの壁：責任・競争・選択,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,30代のキャリア戦略,1,30代の転換期を理解する,5,責任の壁：プレイヤーからマネジャーへ,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,30代のキャリア戦略,1,30代の転換期を理解する,6,競争の壁：同期との差が見え始める,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,30代のキャリア戦略,1,30代の転換期を理解する,7,選択の壁：専門性か管理職か,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,30代のキャリア戦略,1,30代の転換期を理解する,8,心理学の「アイデンティティクライシス」：自分は何者か,4,5,4,5,,,,,,,,,,,,,,,
キャリアデザイン,30代のキャリア戦略,1,30代の転換期を理解する,9,30代前半・中盤・後半：それぞれの課題,5,5,5,5,,,,,,,,,,,,,,,
キャリアデザイン,30代のキャリア戦略,1,30代の転換期を理解する,10,30代前半（30-33歳）：実績作りとスキルの確立,5,5,5,4,,,,,,,,,,,,,,,
